DrugName	DrugBank	SMILES
felodipine	DB01023	CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
vardenafil	DB00862	CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C
disulfiram	DB00822	CCN(CC)C(=S)SSC(=S)N(CC)CC
tryptophan	DB00150	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N
dexamethasone	DB01234	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C
sulfinpyrazone	DB01138	C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4
carboxymethylcellulose	DB11059	CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O
amlodipine	DB00381	CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
lansoprazole	DB00448	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
lamivudine	DB00709	C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N
clemastine	DB00283	C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C
apomorphine	DB00714	CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O
megestrol acetate	DB00351	CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C
heparin	DB01109	CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O
moclobemide	DB01171	C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl
antazoline	DB08799	C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3
nicorandil	DB09220	C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-]
hydroxyurea	DB01005	C(=O)(N)NO
methocarbamol	DB00423	COC1=CC=CC=C1OCC(COC(=O)N)O
calcium carbonate	DB06724	C(=O)([O-])[O-].[Ca+2]
betahistine	DB06698	CNCCC1=CC=CC=N1
urea	DB03904	C(=O)(N)N
leuprolide	DB00007	CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6
rivastigmine	DB00989	CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
orlistat	DB01083	CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
glucagon recombinant	DB00040	C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)O)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC7=CNC=N7)N)O
acetylsalicylic acid	DB00945	CC(=O)OC1=CC=CC=C1C(=O)O
citric acid	DB04272	C(C(=O)O)C(CC(=O)O)(C(=O)O)O
nateglinide	DB00731	CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O
brimonidine	DB00484	C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br
tamsulosin	DB00706	CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
ibuprofen	DB01050	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
terfenadine	DB00342	CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
tolbutamide	DB01124	CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
sodium glycerophosphate	DB09561	C(C(COP(=O)([O-])[O-])O)O.O.[Na+].[Na+]
nitroglycerin	DB00727	C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
perindopril	DB00790	CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O
testosterone isocaproate	DB16002	CC(C)CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
sucralfate	DB00364	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al].O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[Al]
chloroquine	DB00608	CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl
colchicine	DB01394	CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC
rosiglitazone	DB00412	CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
ciprofibrate	DB09064	CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl
losartan	DB00678	CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
risedronate	DB00884	C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O
orphenadrine	DB01173	CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
bupropion	DB01156	CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
xylometazoline	DB06694	CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C
clonazepam	DB01068	C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl
verapamil	DB00661	CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
tiotropium	DB01409	C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C
telmisartan	DB00966	CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
pamidronate	DB00282	C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
clomipramine	DB01242	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl
polyethylene glycol	DB09287	C(CO)O
levocetirizine	DB06282	C1CN(CCN1CCOCC(=O)O)[C@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl
cortisone acetate	DB01380	CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O
chlordiazepoxide	DB00475	CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O
azathioprine	DB00993	CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
paroxetine	DB00715	C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
lofepramine	DB13411	CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl
aripiprazole	DB01238	C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
gliclazide	DB01120	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
sodium aurothiomalate	DB09276	C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Na+].[Au+]
promazine	DB00420	CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31
indapamide	DB00808	CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
simethicone	DB09512	CO[Si](C)(C)O[Si](C)(C)C.O=[Si]=O
pramipexole	DB00413	CCCN[C@H]1CCC2=C(C1)SC(=N2)N
ursodeoxycholic acid	DB01586	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
hydroxyzine	DB00557	C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
trospium	DB00209	C1CC[N+]2(C1)[C@@H]3CC[C@H]2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O
pravastatin	DB00175	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O
zoledronic acid	DB00399	C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
ciprofloxacin	DB00537	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
ribavirin	DB00811	C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N
repaglinide	DB00912	CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
buspirone	DB00490	C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
carbomer 980	DB14091	C=CC(=O)O
diazepam	DB00829	CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
diethylstilbestrol	DB00255	CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O
clarithromycin	DB01211	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
nizatidine	DB00585	CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C
methylprednisolone	DB09543	C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
lisinopril	DB00722	C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O
carbocisteine	DB04339	C([C@@H](C(=O)O)N)SCC(=O)O
alverine	DB01616	CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2
pimecrolimus	DB00337	CC[C@@H]1/C=C(/C[C@@H](C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC1=O)O)C)/C(=C/[C@@H]4CC[C@@H]([C@@H](C4)OC)Cl)/C)O)C)OC)OC)C)\C
triptorelin	DB06825	CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)[C@@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CC7=CN=CN7)NC(=O)[C@@H]8CCC(=O)N8
testosterone undecanoate	DB13946	CCCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
capecitabine	DB01101	CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O
acetazolamide	DB00819	CC(=O)NC1=NN=C(S1)S(=O)(=O)N
isosorbide mononitrate	DB01020	C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O
nevirapine	DB00238	CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
fluorometholone	DB00324	C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
ipratropium bromide	DB00332	CC(C)[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]
amisulpride	DB06288	CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
leflunomide	DB01097	CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
cinchocaine	DB00527	CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
labetalol	DB00598	CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
promethazine	DB01069	CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
pseudoephedrine	DB00852	C[C@@H]([C@H](C1=CC=CC=C1)O)NC
spironolactone	DB00421	CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C
carbidopa	DB00190	C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN
methyldopa	DB00422	C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N
menthol	DB00825	CC1CCC(C(C1)O)C(C)C
amiloride	DB00594	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
levobunolol	DB01210	CC(C)(C)NC[C@@H](COC1=CC=CC2=C1CCCC2=O)O
formoterol	DB00983	CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
atenolol	DB00335	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
tamoxifen	DB00675	CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3
chondroitin sulfate	DB09301	CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)OS(=O)(=O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O
terbutaline	DB00871	CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
rabeprazole	DB01129	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
ephedrine	DB01364	C[C@@H]([C@@H](C1=CC=CC=C1)O)NC
fluphenazine	DB00623	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
zolpidem	DB00425	CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
bromocriptine	DB01200	CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O
mizolastine	DB12523	CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5
cyanocobalamin	DB00115	CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co]
prednisolone	DB00860	C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O
cyclophosphamide	DB00531	C1CNP(=O)(OC1)N(CCCl)CCCl
balsalazide	DB01014	C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O
fluocinolone acetonide	DB00591	C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@@]53C)F)F)O
thiamine	DB00152	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
calcium	DB01373	[Ca]
brinzolamide	DB01194	CCN[C@H]1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC
clodronic acid	DB00720	C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl
acemetacin	DB13783	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O
imipramine	DB00458	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
neomycin	DB00994	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N
mesalazine	DB00244	C1=CC(=C(C=C1N)C(=O)O)O
propylthiouracil	DB00550	CCCC1=CC(=O)NC(=S)N1
fentanyl	DB00813	CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
sotalol	DB00489	CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
beclomethasone dipropionate	DB00394	CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC
caffeine	DB00201	CN1C=NC2=C1C(=O)N(C(=O)N2C)C
benserazide	DB12783	C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O
entacapone	DB00494	CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N
flupentixol	DB00875	C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
digitoxin	DB01396	C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O
metoprolol	DB00264	CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
bicalutamide	DB01128	CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O
fluvoxamine	DB00176	COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F
isosorbide dinitrate	DB00883	C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-]
propantheline	DB00782	CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C
nitrazepam	DB01595	C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
azithromycin	DB00207	CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
oxybutynin	DB01062	CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
flumethasone	DB00663	C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F
metolazone	DB00524	CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
fluticasone propionate	DB00588	CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF
chlorthalidone	DB00310	C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O
imatinib	DB00619	CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
gentamicin	DB00798	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
cyclopentolate	DB00979	CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O
mebeverine	DB12554	CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC
simvastatin	DB00641	CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C
baclofen	DB00181	C1=CC(=CC=C1C(CC(=O)O)CN)Cl
glimepiride	DB00222	CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C
lamotrigine	DB00555	C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
difluocortolone	DB09095	C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C)F
loprazolam mesilate	DB13643	CN1CCN(CC1)/C=C\2/C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl.CS(=O)(=O)O
bimatoprost	DB00905	CCNC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/[C@H](CCC2=CC=CC=C2)O)O)O
naproxen	DB00788	C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
sertraline	DB01104	CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
ofloxacin	DB01165	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
lercanidipine	DB00528	CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC
primidone	DB00794	CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
acenocoumarol	DB01418	CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O
scopolamine	DB00747	CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4
tenofovir	DB14126	C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O
triamterene	DB00384	C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
zopiclone	DB01198	CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
tranexamic acid	DB00302	C1CC(CCC1CN)C(=O)O
cefradine	DB01333	CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O
sildenafil	DB00203	CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
alfuzosin	DB00346	CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
clioquinol	DB04815	C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1
etodolac	DB00749	CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O
calcium glycerophosphate	DB11264	C(C(COP(=O)([O-])[O-])O)O.[Ca+2]
tolterodine	DB01036	CC1=CC(=C(C=C1)O)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2
oxprenolol	DB01580	CC(C)NCC(COC1=CC=CC=C1OCC=C)O
ethosuximide	DB00593	CCC1(CC(=O)NC1=O)C
liothyronine	DB00279	C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O
eletriptan	DB00216	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
aciclovir	DB00787	C1=NC2=C(N1COCCO)N=C(NC2=O)N
misoprostol	DB00929	CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O
haloperidol	DB00502	C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
fluorouracil	DB00544	C1=C(C(=O)NC(=O)N1)F
cabergoline	DB00248	CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C
ramipril	DB00178	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O
triprolidine	DB00427	CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3
hydrocortisone	DB00741	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
betaxolol	DB00195	CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O
mycophenolate mofetil	DB00688	CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O
raloxifene	DB00481	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
diltiazem	DB00343	CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
dihydrocodeine	DB01551	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](CC4)O
calcium lactate gluconate	DB13365	CC(C(=O)[O-])O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Ca+2]
