DrugBank	DB01142	DB00594	DB01037	DB00190	DB00250	DB01210	DB01174	DB00471	DB00313	DB00469	DB00256	DB00843	DB00918	DB00422	DB00238	DB01076	DB01580	DB00605	DB01098	DB01190	DB00426	DB00749	DB00282	DB00342	DB00265	DB01591	DB12293	DB00465	DB06799	DB00612	DB11750	DB00363	DB00967	DB01406	DB00310	DB00999	DB01184	DB01069	DB00495	DB00178	DB00698	DB01223	DB01067	DB00273	DB00696	DB01296	DB09242	DB00186	DB00959	DB01162	DB00656	DB01200	DB01176	DB00437	DB00443	DB01166	DB11783	DB00627	DB00016	DB00423	DB09220	DB00710	DB01217	DB09281	DB01275	DB00952	DB00285	DB01136	DB09481	DB00912	DB01132	DB00852	DB00879	DB00557	DB12554	DB00659	DB00277	DB01195	DB13803	DB00461	DB00571	DB00376	DB00825	DB01373	DB00544	DB06723	DB00770	DB01012	DB09236	DB00425	DB00203	DB00782	DB01075	DB00585	DB00929	DB00975	DB01124	DB00234	DB00804	DB01017	DB00682	DB00391	DB06778	DB09543	DB01036	DB01333	DB04839	DB01242	DB01234	DB00153	DB01202	DB01319	DB01394	DB00850	DB01085	DB00990	DB13588	DB00252	DB00343	DB09512	DB00338	DB00588	DB00158	DB00915	DB00994	DB00457	DB00484	DB00531	DB00668	DB00784	DB01023	DB11074	DB01600	DB01194	DB00846	DB00564	DB00593	DB00177	DB13872	DB00384	DB00787	DB00905	DB00136	DB01198	DB09020	DB01039	DB00998	DB01048	DB01436	DB01140	DB00900	DB01175	DB01241	DB00983	DB00528	DB06698	DB00790	DB00295	DB09104	DB00390	DB01114	DB00375	DB04339	DB01628	DB01611	DB09095	DB00268	DB00527	DB00591	DB00413	DB00734	DB00451	DB00813	DB00860	DB09300	DB00966	DB00619	DB01601	DB01045	DB01616	DB00503	DB00440	DB00620	DB04861	DB00563	DB00752	DB00972	DB00722	DB04574	DB00731	DB00358	DB08950	DB13532	DB00230	DB00035	DB13783	DB00497	DB01156	DB01409	DB00152	DB00781	DB13919	DB01073	DB09070	DB01120	DB01024	DB09064	DB00788	DB01193	DB01586	DB00586	DB00201	DB00884	DB00501	DB00608	DB01197	DB00216	DB00420	DB00448	DB13142	DB00388	DB01083	DB00822	DB01418	DB01005	DB00945	DB00776	DB01222	DB01432	DB00248	DB00346	DB13411	DB00650	DB00871	DB00476	DB00595	DB00709	DB01016	DB00275	DB04815	DB13158	DB00244	DB01182	DB00433	DB00280	DB00896	DB00859	DB01165	DB00964	DB00584	DB09216	DB00989	DB09488	DB00625	DB00780	DB01238	DB01390	DB00334	DB01340	DB01060	DB13478	DB00214	DB01118	DB00712	DB00993	DB01029	DB00472	DB00720	DB00351	DB00794	DB00370	DB01624	DB01595	DB00951	DB01173	DB00960	DB00176	DB00283	DB01420	DB00315	DB00741	DB06794	DB01059	DB00814	DB00387	DB00359	DB00193	DB00598	DB13946	DB00349	DB00181	DB00842	DB00446	DB09255	DB00412	DB00811	DB04846	DB00836	DB01232	DB09287	DB00622	DB00669	DB01129	DB00287	DB00540	DB01050	DB00950	DB00714	DB01104	DB00222	DB01062	DB01203	DB14126	DB00332	DB00654	DB00389	DB01006	DB00333	DB01186	DB13064	DB00716	DB00675	DB06288	DB00316	DB06706	DB00231	DB00215	DB00568	DB00820	DB00490	DB00209	DB00115	DB01250	DB00207	DB01077	DB00979	DB00555	DB01014	DB00331	DB01128	DB01171	DB01001	DB00257	DB00481	DB00399	DB09301	DB00646	DB00213	DB01101	DB06694	DB00455	DB00335	DB00862	DB00373	DB00700	DB12523	DB00876	DB00550	DB01211	DB01216	DB00726	DB00687	DB01364	DB00302	DB01246	DB09268	DB00953	DB00537	DB00549	DB06282	DB00264	DB00658	DB00920	DB00819	DB01047	DB00328	DB09167	DB00545	DB01551	DB00477	DB00492	DB01377	DB01020	DB00567	DB00180	DB00150	DB00590	DB01148	DB00577	DB00829	DB12783	DB00255	DB00869	DB11059	DB00482	DB00195	DB01380	DB00758	DB13559	DB00768	DB00524	DB01621	DB13518	DB01224	DB00766	DB00630	DB00354	DB01033	DB00258	DB00284	DB00808	DB00489	DB06153	DB00341	DB00863	DB00831	DB00688	DB11321	DB00175	DB00715	DB01233	DB00938	DB00404	DB00494	DB00916	DB11094	DB00324	DB00254	DB01097	DB00973	DB00502	DB01068	DB00321	DB00350	DB00635	DB00678	DB01072	DB00864	DB00498	DB00706	DB00647	DB00663	DB00458	DB00421	DB00624	DB00661	DB00454	DB00695	DB01235	DB06825	DB00169	DB13257	DB06724	DB00795	DB00875	DB00883	DB01111	DB00427	DB00736	DB09276	DB00381	DB00519	DB01013	DB00436	DB01115	DB00475	DB00674	DB08799	DB12278	DB09209	DB01396	DB00927	DB00459	DB00623	DB01138	DB01393	DB00279	DB00394	DB00521	DB00697	DB00881	DB00200	DB00641	DB11348	DB01126	DB00747	DB00364	DB01095
DB01024	0	37	0	0	0	37	0	0	0	49	0	0	0	0	0	0	37	49	0	0	0	49	49	0	0	0	0	49	0	37	0	0	0	0	70	70	0	0	0	49	0	0	0	0	0	0	0	0	49	0	0	0	0	0	49	0	0	0	0	0	0	49	0	67	37	0	0	37	0	0	0	0	0	0	0	0	0	0	0	49	37	0	0	0	0	67	70	0	0	0	0	0	0	0	70	0	0	0	0	0	6	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	75	49	70	0	0	0	0	15	0	49	0	0	49	0	49	0	0	49	0	37	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	75	73	0	0	0	49	0	49	0	0	49	0	0	0	0	49	0	49	0	0	75	0	0	0	49	37	73	0	49	49	75	0	0	0	0	0	49	49	0	0	0	0	0	0	0	0	0	0	0	49	37	0	49	0	49	0	49	49	0	0	75	0	0	0	0	6	0	49	0	49	0	0	0	0	0	0	0	0	0	0	49	0	49	57	0	0	0	49	0	0	0	49	49	0	0	0	0	0	67	0	49	11	0	29	0	49	0	49	0	49	0	0	0	0	0	0	0	37	0	0	0	0	49	0	75	49	0	0	0	37	0	0	0	0	0	0	0	0	37	0	0	0	0	0	75	70	0	49	0	0	0	0	0	37	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	49	0	0	57	0	0	0	0	0	0	49	0	0	75	0	0	0	37	0	37	37	0	49	0	0	0	0	49	0	0	0	0	0	0	0	0	37	75	0	0	49	49	0	0	0	0	49	75	0	0	49	0	0	0	73	0	0	75	0	0	49	37	49	0	0	49	70	0	0	0	0	49	0	0	0	0	70	37	0	0	0	0	49	0	0	0	0	0	0	0	75	0	49	0	49	0	49	0	0	0	49	49	0	57	6	0	0	49	0	37	0	0	0	29	0	0	0	0	67	49	0	0	0	0	75	0	0	49	49	70	0	0	0	0	0	0	58	0	0	0	0	0	0	49	37	0	49	0	0	0	0	0	0	0
DB09064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB00788	0	37	0	0	0	37	4	0	47	49	0	0	0	0	47	0	37	49	0	0	0	49	49	0	0	0	0	49	0	37	0	0	0	0	70	70	0	0	0	49	0	0	0	0	0	0	0	0	49	0	0	0	0	0	49	0	0	0	0	0	0	49	0	0	37	0	0	37	0	0	47	0	0	0	0	0	47	0	0	49	37	0	0	0	47	0	70	0	0	0	47	0	0	0	70	0	47	0	0	0	6	0	0	0	0	0	75	0	49	0	0	0	0	0	0	0	0	4	0	0	47	49	70	0	0	0	0	0	0	49	47	0	49	0	49	4	0	47	0	37	0	70	0	0	0	0	0	0	0	0	0	0	47	0	0	0	49	0	0	73	0	0	0	49	0	49	47	0	49	0	0	0	0	49	0	49	0	0	4	0	0	47	49	37	73	0	49	49	49	0	0	0	0	0	49	49	0	0	0	0	0	0	0	0	0	49	0	0	37	0	49	47	49	0	49	49	0	0	0	0	0	0	0	6	0	49	0	49	0	0	0	0	0	0	0	0	0	0	49	0	49	57	0	0	0	49	0	0	0	49	49	0	0	47	0	0	0	0	49	0	0	29	47	49	0	47	0	49	0	4	0	0	0	0	0	37	47	0	0	0	49	0	27	49	0	47	0	37	0	0	0	0	0	0	47	0	37	0	0	0	47	0	47	70	0	49	0	0	0	0	0	37	0	0	70	0	0	0	0	0	0	47	0	0	0	0	47	0	0	0	0	0	57	47	49	0	0	57	0	0	0	0	47	0	49	0	0	0	47	0	0	37	0	37	37	0	49	0	0	0	0	49	0	0	0	0	0	0	47	0	37	0	0	0	49	49	47	0	0	0	49	0	0	0	49	0	0	0	0	0	0	0	0	0	47	37	49	0	0	49	70	0	0	0	0	49	0	0	0	0	70	37	0	0	0	0	49	0	0	0	0	0	0	0	0	0	49	0	47	0	49	0	0	0	49	47	0	57	6	0	0	49	0	37	0	0	0	29	0	0	47	0	0	49	0	0	0	0	0	0	0	49	49	70	0	0	0	0	0	0	0	0	0	0	0	0	0	49	37	0	49	0	0	0	0	0	0	47
DB01193	0	49	49	0	0	49	60	0	0	37	0	54	0	37	0	0	60	37	0	0	0	37	0	0	0	0	0	37	0	49	0	49	0	0	49	49	0	60	0	49	0	14	9	0	25	0	25	0	0	30	0	25	0	0	0	0	0	0	0	0	60	0	0	0	49	0	73	30	0	0	0	25	0	0	0	0	14	0	0	37	49	0	0	0	0	0	0	0	60	0	10	0	0	0	0	54	9	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	60	49	0	0	0	49	0	0	0	0	0	0	30	10	0	25	37	49	0	37	0	0	0	0	49	0	49	0	60	0	0	0	0	0	0	0	0	0	0	0	14	60	0	49	49	0	54	0	0	0	37	47	0	25	0	0	49	60	0	54	0	0	49	0	0	75	0	0	0	0	49	0	60	37	49	0	0	54	0	0	0	0	70	0	0	0	0	0	0	0	60	9	37	0	37	0	0	37	0	0	0	47	49	0	60	0	0	49	0	0	0	0	37	0	0	0	19	60	0	0	14	30	0	0	9	49	0	0	37	73	60	54	0	0	0	49	49	37	54	0	0	60	60	0	0	49	0	0	49	54	37	0	49	73	0	0	60	0	0	0	0	0	49	0	0	0	0	0	0	0	37	0	0	0	30	0	0	0	0	0	0	0	0	14	0	0	0	49	0	0	60	0	37	0	25	73	9	0	49	0	0	60	0	0	0	25	0	0	0	0	0	0	0	0	0	10	0	0	0	37	0	0	0	0	37	0	0	60	14	0	0	0	0	0	0	0	25	0	49	10	49	49	0	49	0	0	0	0	0	49	0	60	0	0	0	0	0	73	0	0	0	0	37	0	54	0	49	49	0	49	0	0	0	30	0	0	0	0	0	60	0	37	49	0	0	0	37	49	0	0	49	0	0	0	0	0	0	49	49	0	0	0	60	37	0	0	73	54	14	0	0	0	0	0	0	37	0	0	0	0	49	0	49	0	0	0	30	0	0	49	49	0	49	0	49	30	0	0	0	0	37	0	49	0	0	0	0	49	49	0	49	60	0	54	0	0	0	54	0	0	60	0	0	0	0	49	25	49	0	0	0	0	0	0	0
DB01586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0
DB00586	0	37	0	0	0	37	75	0	47	49	0	0	0	0	4	0	37	49	0	0	0	49	49	0	0	0	0	49	0	37	0	0	0	0	70	70	0	0	0	49	0	0	0	47	0	0	0	0	49	0	0	0	0	0	49	0	0	0	0	0	0	49	0	0	37	0	47	37	0	0	47	0	0	0	0	0	47	0	0	49	37	0	0	0	73	0	70	0	0	0	47	0	0	0	70	0	73	0	0	0	6	0	0	0	0	0	75	0	49	0	0	47	73	0	0	0	0	75	47	0	47	49	70	0	0	0	0	0	0	49	47	0	49	0	49	75	0	47	0	37	0	70	0	0	0	0	0	0	0	0	0	0	73	0	0	0	49	0	0	73	0	0	0	49	0	49	47	0	49	0	0	0	0	49	0	49	47	47	75	0	0	47	49	37	73	47	49	49	49	0	0	0	0	0	49	49	0	0	0	0	0	0	0	0	0	49	0	49	37	0	0	47	49	47	49	49	0	0	0	0	0	0	0	6	0	49	0	49	0	0	0	0	0	0	0	0	0	0	49	0	49	49	0	0	0	49	0	0	0	49	49	0	0	47	0	0	0	0	49	0	0	29	73	49	0	47	47	49	0	75	0	0	0	47	0	37	47	47	0	0	49	0	27	49	0	73	0	37	0	0	0	0	47	0	47	0	37	0	47	0	73	0	47	70	0	49	0	0	47	0	0	37	0	0	70	0	0	0	0	0	0	47	0	0	0	0	47	0	0	0	0	0	49	47	49	0	0	49	0	0	47	0	47	0	49	0	0	47	73	0	0	37	0	37	37	0	49	0	47	0	0	49	0	0	0	0	0	0	47	0	37	0	0	0	49	49	73	0	0	0	49	0	0	0	49	0	0	0	0	0	0	0	0	0	49	37	49	47	0	49	70	0	0	0	0	49	0	0	0	0	70	37	0	0	0	0	49	0	0	47	0	0	0	0	0	0	49	47	49	0	49	0	0	0	49	47	47	57	6	0	0	49	0	37	0	47	0	29	0	0	47	0	0	49	0	0	0	0	47	0	0	49	49	70	0	0	0	0	0	0	0	0	0	0	0	0	0	49	37	73	49	0	0	0	0	0	0	47
DB00201	47	0	47	0	0	0	4	0	47	0	0	0	47	0	4	49	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	47	0	0	0	0	47	0	0	47	0	0	0	0	0	0	49	0	0	0	47	0	0	0	0	0	0	0	0	0	0	47	47	0	0	47	0	0	0	0	0	47	0	0	47	47	0	0	0	47	0	0	47	0	47	47	0	47	0	0	0	47	0	0	0	47	0	0	0	0	0	75	47	0	0	0	47	73	47	0	0	0	4	47	0	47	0	0	0	0	0	0	0	0	0	47	0	0	0	0	4	0	47	0	47	0	0	0	0	0	0	47	0	0	0	0	0	47	49	0	0	0	0	0	0	0	0	0	47	0	0	47	0	0	0	0	0	0	0	0	0	47	47	4	0	47	47	0	0	0	47	47	0	47	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	47	0	0	47	0	0	47	47	0	0	47	0	0	0	0	0	47	0	0	0	0	0	49	0	0	0	0	47	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	47	0	0	0	47	0	0	0	0	47	0	0	47	47	0	0	4	47	0	0	47	0	0	47	47	0	47	0	0	73	0	0	47	0	0	0	47	0	0	0	0	47	0	0	0	47	0	47	0	47	0	47	0	0	0	47	0	0	0	0	0	0	0	0	47	49	0	0	47	0	47	0	0	47	47	0	0	0	0	0	47	0	0	0	0	0	0	0	0	47	0	0	0	0	47	47	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	47	0	47	0	47	0	0	0	0	0	47	0	0	47	0	0	0	0	0	0	0	0	0	47	0	0	0	0	47	47	0	47	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	47	47	0	0	73	47	0	0	0	0	0	0	0	47	47	0	47	0	47	0	0	47	47	0	0	0	0	0	47	0	0	47	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	73	0	0	0	0	47
DB00884	18	0	0	0	0	0	4	0	0	49	0	0	0	0	0	49	0	49	49	0	0	49	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	75	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	73	0	0	0	0	60	0	0	0	49	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	49	0	49	0	0	49	0	0	73	49	0	0	0	73	75	0	0	0	0	0	49	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	49	0	0	75	0	0	0	18	0	0	0	0	0	49	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	49	0	0	0	0	49	0	0	0	49	73	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	75	0	0	0	0	60	0	0	0	0	0	0	0	49	0	0	70	0	49	0	0	0	0	0	0	0	0	75	0	0	0	0	0	18	0	49	0	49	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	75	49	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	49	75	0	0	0	49
DB00501	47	0	47	0	47	0	47	0	47	0	0	47	47	18	47	49	0	0	47	0	0	0	0	0	0	0	0	0	0	47	0	73	0	0	0	0	47	47	47	0	0	47	73	0	0	47	0	0	0	0	47	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	47	73	0	0	0	47	0	0	0	0	47	47	0	0	47	0	0	0	73	0	0	0	73	47	47	0	47	0	0	0	73	0	0	0	6	0	0	0	47	0	0	47	0	0	0	75	73	47	0	0	0	49	73	0	47	0	0	0	0	0	0	47	0	0	73	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	47	73	70	0	47	0	0	47	0	0	47	0	0	0	0	0	73	47	0	0	0	0	0	47	0	0	0	47	0	0	73	0	0	47	0	0	47	0	0	0	73	0	0	47	73	47	0	0	0	0	0	73	0	0	0	0	0	47	47	73	0	47	47	47	47	47	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	47	0	0	73	0	0	0	70	73	47	0	0	0	0	0	0	73	0	0	0	0	73	0	47	0	47	0	0	73	0	0	0	47	0	0	47	47	47	0	0	0	47	47	0	0	73	0	0	0	0	0	0	70	47	0	47	0	0	47	0	0	0	0	47	73	0	73	0	47	0	47	47	0	0	47	73	0	0	0	47	0	0	0	47	0	0	0	11	0	47	0	47	73	73	0	47	0	0	0	0	0	0	73	0	73	0	47	0	0	0	0	0	0	47	77	73	47	0	0	47	0	0	0	0	47	0	47	0	0	0	0	0	0	0	0	0	73	0	0	0	0	47	47	0	47	47	0	0	0	47	0	0	47	0	0	47	0	0	0	0	0	47	0	11	0	0	0	47	0	47	0	0	0	0	0	0	0	0	0	0	47	0	0	0	73	47	47	0	0	0	0	0	0	0	0	0	47	0	47	0	0	0	75	0	6	73	0	0	47	0	47	73	73	0	47	0	0	0	0	0	0	0	0	0	47	0	73	0	0	0	73	47	47	0	0	0	0	47	0	47	0	0	0	0	47	73	0	0	47	0	0	0	0	47
DB00608	20	37	0	0	49	47	4	0	0	49	0	47	47	47	4	0	47	49	0	0	0	49	49	0	0	20	0	49	0	47	0	20	0	0	70	70	47	73	0	49	0	0	0	0	0	0	0	0	49	0	20	0	0	0	49	47	0	0	0	0	0	20	0	75	37	0	20	47	0	0	47	47	0	20	0	0	47	20	0	49	47	0	0	0	0	75	70	47	0	47	47	0	20	0	70	0	0	0	0	0	6	0	0	0	20	0	0	20	49	0	0	47	73	73	0	0	0	4	47	0	0	49	70	20	0	0	0	47	0	49	47	0	49	0	49	4	0	49	0	37	0	70	0	0	0	0	0	0	0	0	0	47	0	20	0	0	49	47	75	73	47	0	0	47	75	49	47	0	49	0	20	0	0	49	0	49	47	47	4	0	47	20	49	73	73	47	47	49	49	47	49	0	0	0	49	49	47	47	47	0	0	0	0	0	0	49	0	49	47	0	49	47	49	47	0	47	47	20	0	0	0	0	0	6	0	49	0	49	0	0	20	0	0	20	47	0	0	0	49	0	49	57	73	73	20	49	0	20	0	49	49	0	0	47	0	73	75	20	49	0	0	29	47	49	0	47	47	49	0	4	20	47	0	47	0	47	47	47	0	0	49	0	27	49	0	0	70	47	0	47	0	0	0	0	47	0	47	47	20	0	20	0	47	70	20	49	0	20	20	0	0	47	0	47	70	0	0	20	0	0	0	11	0	47	0	0	47	47	0	47	0	0	57	20	49	0	0	57	0	0	47	20	47	0	49	0	0	0	0	0	47	47	20	47	37	0	49	0	20	0	20	49	0	0	73	0	0	20	0	0	73	0	0	0	49	49	47	0	47	20	49	75	0	47	49	0	47	0	0	0	0	0	0	0	47	47	49	0	0	49	70	47	0	47	0	49	0	0	0	0	70	47	0	0	47	73	49	0	0	47	20	20	0	0	20	0	49	47	49	0	49	0	20	0	49	47	47	57	6	47	0	49	20	37	0	47	47	29	47	20	47	0	75	49	20	0	0	0	0	0	0	49	49	70	47	47	20	0	0	0	73	20	0	73	0	0	0	49	47	20	49	0	47	0	0	0	0	47
DB01197	73	49	60	0	0	49	60	0	75	49	0	0	0	37	47	73	60	49	73	0	0	49	0	0	0	0	0	49	0	49	0	49	0	0	49	49	0	0	75	49	0	75	0	0	73	0	60	0	0	49	0	49	0	86	0	0	0	0	0	0	60	0	0	75	49	0	47	49	0	0	0	0	0	0	0	0	75	0	0	49	49	0	0	0	0	75	0	47	60	0	73	0	47	0	0	49	0	0	0	0	0	0	0	37	0	0	0	73	0	0	0	0	73	0	0	0	0	0	47	0	0	0	0	0	0	49	10	49	0	49	49	0	49	0	0	4	0	49	0	49	0	60	0	0	0	0	0	75	0	0	0	0	0	0	60	0	49	49	75	73	0	0	0	49	0	0	47	0	0	49	60	0	0	0	0	49	0	47	0	0	47	68	0	49	0	47	49	49	75	0	0	0	0	49	0	70	0	47	0	0	0	0	0	60	0	49	0	49	49	0	49	0	0	47	47	0	0	47	0	0	0	0	0	0	0	37	0	0	0	73	60	0	0	0	30	0	0	0	49	0	0	37	0	0	0	0	0	0	49	49	49	0	0	0	60	60	75	0	49	0	0	49	47	49	63	49	47	0	0	60	73	0	0	47	0	49	47	47	0	0	0	0	0	49	0	0	0	49	0	47	0	0	0	0	0	0	60	0	0	0	49	0	0	60	73	49	0	49	47	0	0	49	0	0	60	0	0	47	0	0	0	0	0	0	0	0	47	0	10	0	0	0	49	0	0	0	0	49	0	0	60	0	47	0	0	0	0	0	0	60	0	49	10	49	68	0	49	0	70	0	73	0	0	0	0	0	0	82	0	0	49	0	0	0	0	49	47	0	0	49	49	75	49	0	0	0	49	0	0	0	0	75	60	0	47	49	0	0	0	49	49	0	0	49	0	0	0	0	0	0	49	49	0	0	0	0	49	0	0	47	0	0	73	0	0	0	0	0	49	0	47	0	73	49	0	49	0	47	0	49	0	0	73	49	0	47	49	49	30	0	47	0	75	49	0	49	0	0	0	49	49	49	0	49	49	0	0	0	0	0	0	0	0	0	0	0	0	0	49	60	49	0	73	0	0	0	0	0
